taxon,sample_id,abundance,growth_rate
Paraprevotella,s20011_0003,0.0024366471734892786,0.0017334562947508702
Parasutterella,s20011_0003,0.00012183235867446393,0.09697129557689556
Phascolarctobacterium,s20011_0003,0.003248862897985705,0.001904366540506302
Roseburia,s20011_0003,0.006051007147498376,0.004698938288248357
Ruminococcus,s20011_0003,0.014376218323586744,0.011000395302837451
Staphylococcus,s20011_0003,0.0004467186484730344,0.0003213921953633306
Streptococcus,s20011_0003,0.03809291747888239,0.027975369416204356
Subdoligranulum,s20011_0003,0.027249837556855103,0.018953475906041222
Akkermansia,s20011_0007,0.09369329497676476,0.0007358268518763211
Alistipes,s20011_0007,0.01717194069484399,0.00039249414694872024
Anaerostipes,s20011_0007,0.033237441911927415,8.156499211762717e-05
Anaerotruncus,s20011_0007,0.0015932728479752156,2.8001082930587875e-06
Bacteroides,s20011_0007,0.472139853949989,0.31255025687438387
Blautia,s20011_0007,0.1997787121044479,0.0004916935925648181
Butyricicoccus,s20011_0007,0.001150697056870989,0.0005573110414248006
Coprococcus,s20011_0007,0.010577561407391016,2.157412737419032e-05
Dorea,s20011_0007,0.009382606771409605,1.9579973431444924e-05
Erysipelatoclostridium,s20011_0007,0.002876742642177473,5.269276915509975e-06
Escherichia,s20011_0007,0.0036291214870546582,7.150300524228316e-06
Faecalibacterium,s20011_0007,0.062270413808364684,0.00012833333092654358
Faecalitalea,s20011_0007,0.0008408940030980305,0.00011285137132317423
Flavonifractor,s20011_0007,0.004292985173710998,0.0021287471514901345
Lachnoclostridium,s20011_0007,0.009957955299845098,1.975773626920018e-05
Odoribacter,s20011_0007,0.006948439920336358,1.4717987613861563e-05
Oribacterium,s20011_0007,0.0003098030537729586,0.0002371356784684534
Parabacteroides,s20011_0007,0.004691303385704802,8.695151491576654e-06
Parasutterella,s20011_0007,0.0378844877185218,0.00022585406551103767
Phascolarctobacterium,s20011_0007,0.008276167293649037,2.0348664633561876e-05
Roseburia,s20011_0007,0.00832042487275946,2.0620981064930496e-05
Ruminococcus,s20011_0007,0.008187652135428191,1.823292168069268e-05
Streptococcus,s20011_0007,0.0014605001106439476,1.8185987945994038e-06
Anaerostipes,s20011_0008,0.008200130726721731,0.001498080066814454
Bacteroides,s20011_0008,0.49325568958345717,0.2749741902599924
Barnesiella,s20011_0008,0.013666884544536219,0.0018776083519838462
Bilophila,s20011_0008,0.0016043734030542517,0.00014696171688548035
Blautia,s20011_0008,0.17725355041891974,0.03865396764202044
Butyricicoccus,s20011_0008,0.008081288252421416,0.003101700876583293
Coprococcus,s20011_0008,0.025551131974567716,0.0015218928922902922
Dialister,s20011_0008,0.014439360627488266,0.0008915786568467147
Dorea,s20011_0008,0.006417493612217007,0.0006050457669121001
Eggerthella,s20011_0008,0.0007724760829520472,0.00011432882983663325
Erysipelatoclostridium,s20011_0008,0.0005347911343514173,0.00010380838216816802
Escherichia,s20011_0008,0.0024362707231564565,0.0002735379830147188
Faecalibacterium,s20011_0008,0.10850317903618754,0.014561066205914887
Fusobacterium,s20011_0008,0.00023768494860062987,2.321167044170014e-05
Intestinibacter,s20011_0008,0.00023768494860062987,4.4830185422985955e-05
Lachnoclostridium,s20011_0008,0.04860657198882881,0.0041139647038102535
Marvinbryantia,s20011_0008,0.0027333769089072438,0.0005083512812955666
Odoribacter,s20011_0008,0.010636401449878187,0.001827737016901625
Oxalobacter,s20011_0008,0.0007724760829520472,7.731523457826742e-05
Parabacteroides,s20011_0008,0.003743537940459921,0.000366601721557824
Parasutterella,s20011_0008,0.018598847227999288,0.16149834668688834
Roseburia,s20011_0008,0.04367460930536574,0.008017336464375672
Ruminococcus,s20011_0008,0.0016637946402044094,0.00037220647473870514
Staphylococcus,s20011_0008,0.00023768494860062987,5.5053828092550236e-05
Streptococcus,s20011_0008,0.00540733258066433,0.00135357542985488
Tyzzerella,s20011_0008,0.0027333769089072438,0.0004052139764895554
Akkermansia,s20011_0013,0.25462304409672837,0.19751693447461624
Alistipes,s20011_0013,0.22444350467110075,0.2546102583416351
Alloprevotella,s20011_0013,0.011379800853485066,0.003340685896818643
Anaerofustis,s20011_0013,0.0001537810926146631,0.00013171251019171958
Anaerostipes,s20011_0013,0.0028065049402176013,0.0020270108176535656
Anaerotruncus,s20011_0013,0.0005766790973049865,0.00035361556764384333
Bacteroides,s20011_0013,0.2342854945984392,0.13896022253187312
Barnesiella,s20011_0013,0.0010764676483026414,0.0007310412612513893
Bifidobacterium,s20011_0013,0.015877897812463963,0.010875994794561559
Blautia,s20011_0013,0.014724539617853988,0.01127072864794666
Butyricicoccus,s20011_0013,0.0007304601899196496,0.0006574723623213265
Butyricimonas,s20011_0013,0.00326784821806159,0.0022190279197021757
Catenibacterium,s20011_0013,0.014762984891007656,0.010215122314904537
Cloacibacillus,s20011_0013,0.007035484987120835,0.08889396794157665
Collinsella,s20011_0013,0.002652723847602938,0.001777080010029387
Coprococcus,s20011_0013,0.0011149129214563073,0.0006905858410231802
Desulfovibrio,s20011_0013,0.002614278574449272,0.0017892039119114854
Dorea,s20011_0013,0.0011149129214563073,0.0007060202622930624
Eggerthella,s20011_0013,0.00046134327784398926,0.00030100243215979734
Enterococcus,s20011_0013,0.001345584560378302,0.0009212901650810991
Escherichia,s20011_0013,0.028449502133712667,0.019540196959173573
Faecalibacterium,s20011_0013,0.016493022182922614,0.011087759454432874
Haemophilus,s20011_0013,0.00046134327784398926,0.0003129646541756266
Intestinibacter,s20011_0013,0.001499365652992965,0.0008234474942802785
Kandleria,s20011_0013,0.0012686940140709704,0.0011544376222734996
Lachnoclostridium,s20011_0013,0.005151666602591213,0.003533191343939904
Lachnospira,s20011_0013,0.0022682711160662804,0.0017387786158044444
Marvinbryantia,s20011_0013,0.00042289800469032344,0.0002315378361302786
Odoribacter,s20011_0013,0.01726192764599593,0.011822035063104258
Olsenella,s20011_0013,0.08773211333666528,0.05953503268401984
Oribacterium,s20011_0013,0.0005766790973049865,0.0005000453604595551
Parabacteroides,s20011_0013,0.012994502325939029,0.008887932349084192
Parasutterella,s20011_0013,0.0020760447502979514,0.04352020283393446
Phascolarctobacterium,s20011_0013,0.005843681519357197,0.003255466539950362
Roseburia,s20011_0013,0.014570758525239326,0.010812810668044077
Ruminiclostridium,s20011_0013,0.00023067163892199463,0.00015679511177088293
Ruminococcus,s20011_0013,0.0014609203798392992,0.0010296466533297438
Streptococcus,s20011_0013,0.0057667909730498654,0.003889128053860749
Veillonella,s20011_0013,0.00042289800469032344,0.0003034330363819641
Actinomyces,s20011_0017,0.00030804300280319136,0.00010696030130734816
Akkermansia,s20011_0017,0.06733820041277762,0.030340390356396657
Alistipes,s20011_0017,0.005606382651018082,0.0022746534306931584
Anaerofustis,s20011_0017,0.00024643440224255303,0.00023380344562488615
Anaerostipes,s20011_0017,0.0008009118072882975,0.0003097842632670649
Anaerotruncus,s20011_0017,0.0012321720112127654,0.00042834250503109015
Bacteroides,s20011_0017,0.2618981609832733,0.4660222417210268
Bifidobacterium,s20011_0017,0.001879062317099467,0.0005951397554639186
Bilophila,s20011_0017,0.0015094107137356375,0.00043971570604045443
Blautia,s20011_0017,0.0553861319040138,0.01717392715948245
Butyricicoccus,s20011_0017,0.0006776946061670209,0.0006581252530633053
Coprococcus,s20011_0017,0.006900163262791486,0.0017752196018787983
Dorea,s20011_0017,0.010966330899793611,0.003325588331839528
Enterococcus,s20011_0017,0.0005544774050457444,0.0002393995993320286
Escherichia,s20011_0017,0.01700397375473616,0.0054237216981406645
Faecalibacterium,s20011_0017,0.029633736869667006,0.010717983575420762
Haemophilus,s20011_0017,0.0047130579428888274,0.001966494271597623
Intestinibacter,s20011_0017,0.002371931121584573,0.0008516693375826729
Lachnoclostridium,s20011_0017,0.03443920771339679,0.010647774015105308
Lachnospira,s20011_0017,0.0006468903058867017,0.0007541760678403301
Lactobacillus,s20011_0017,0.0012321720112127654,0.0004856251483991195
Lactococcus,s20011_0017,0.000462064504204787,0.0001819930629869377
Leuconostoc,s20011_0017,0.0006160860056063827,0.00022425160877198502
Odoribacter,s20011_0017,0.07106552074669624,0.02176945671255457
Oribacterium,s20011_0017,0.00030804300280319136,0.0003785887675591494
Parabacteroides,s20011_0017,0.00711579336475372,0.0022589253726561205
Parasutterella,s20011_0017,0.03342266580414626,0.014333725088186321
Peptoniphilus,s20011_0017,0.00033884730308351047,0.00013098032705834611
Phascolarctobacterium,s20011_0017,0.011520808304839356,0.004505010869210061
Prevotella,s20011_0017,0.11104950251055047,0.0344026836235994
Roseburia,s20011_0017,0.03277577549825956,0.013140788238225022
Rothia,s20011_0017,0.00021563010196223392,0.00011713599460005368
Ruminococcus,s20011_0017,0.013553892123340417,0.0058992773391980035
Streptococcus,s20011_0017,0.17589255460062225,0.08642946416415662
Subdoligranulum,s20011_0017,0.024766657425376582,0.00784449002068864
Veillonella,s20011_0017,0.011551612605119674,0.004424062555636503
Acidaminococcus,s20011_0022,0.015588645881805491,0.003452799048420831
Akkermansia,s20011_0022,0.0014890646812470917,0.0006104801945265645
Alistipes,s20011_0022,0.002047463936714751,0.0009741131223135874
Anaerostipes,s20011_0022,0.030339692880409497,0.009417965088330389
Bacteroides,s20011_0022,0.25467659376454166,0.05607863280815647
Bifidobacterium,s20011_0022,0.1536528617961843,0.7531306060892933
Blautia,s20011_0022,0.13671475104699862,0.02870992120895298
Butyricicoccus,s20011_0022,0.008096789204281063,0.007047412513132482
Butyricimonas,s20011_0022,0.00018613308515588647,8.807535071909178e-05
Collinsella,s20011_0022,0.011400651465798047,0.0016909304548184416
Coprococcus,s20011_0022,0.013122382503489996,0.0030492816696619973
Dialister,s20011_0022,0.006002791996277339,0.0011113009480895086
Dorea,s20011_0022,0.02331316891577478,0.00680659965047542
Eggerthella,s20011_0022,0.00018613308515588647,4.96139563892662e-05
Erysipelatoclostridium,s20011_0022,0.00037226617031177293,0.000131671025398662
Escherichia,s20011_0022,0.0008841321544904607,0.0002017090852514854
Faecalibacterium,s20011_0022,0.19911586784550955,0.05989637662065067
Holdemanella,s20011_0022,0.00032573289902280137,0.00011128781467203717
Intestinibacter,s20011_0022,0.0008375988832014891,0.00025250009121119605
Lachnoclostridium,s20011_0022,0.01549557933922755,0.003457874996875648
Lactobacillus,s20011_0022,0.0007445323406235459,0.0002334098545848167
Megasphaera,s20011_0022,0.00013959981386691485,0.03765839705867306
Odoribacter,s20011_0022,0.0002791996277338297,0.00010473219073178572
Parabacteroides,s20011_0022,0.01698464402047464,0.003755904494755411
Parasutterella,s20011_0022,0.0006979990693345743,0.0002513370102788066
Prevotella,s20011_0022,0.000604932526756631,0.00013402254391714635
Roseburia,s20011_0022,0.0542577943229409,0.01799218495994888
Streptococcus,s20011_0022,0.012982782689623083,0.004771885305772002
Subdoligranulum,s20011_0022,0.011540251279664963,0.0025500672564548895
Sutterella,s20011_0022,0.017310376919497442,0.004112464699169459
Veillonella,s20011_0022,0.01060958585388553,0.0028164220545313415
Acidaminococcus,s20011_0018,0.003974075160696663,0.001346139108253332
Actinomyces,s20011_0018,0.00016002987224281864,7.20356130663904e-05
Akkermansia,s20011_0018,0.3640946309977863,0.17257785390879168
Alistipes,s20011_0018,0.1520550502760515,0.4650865730618092
Anaerostipes,s20011_0018,0.011628837382978156,0.005236881866179002
Anaerotruncus,s20011_0018,0.0006667911343450777,0.00020609973582655684
Bacteroides,s20011_0018,0.21585362601018854,0.05290466047978968
Barnesiella,s20011_0018,0.008988344490971648,0.0031916622343290124
Bifidobacterium,s20011_0018,0.02435121222628224,0.008289645152991127
Bilophila,s20011_0018,0.0014135972048115648,0.0004465458430994487
Blautia,s20011_0018,0.052463126450270715,0.022652338283204447
Butyricicoccus,s20011_0018,0.0022937615021470675,0.002152905138518652
Butyricimonas,s20011_0018,0.0022670898567732647,0.0008380507852127517
Collinsella,s20011_0018,0.008828314618728829,0.002628775083432641
Dorea,s20011_0018,0.005280985784013016,0.0016926118668564817
Erysipelatoclostridium,s20011_0018,0.0005334329074760622,0.00018215690578772626
Escherichia,s20011_0018,0.000506761262102259,0.0001705552059654615
Eubacterium,s20011_0018,0.00016002987224281864,7.482086885728165e-05
Faecalibacterium,s20011_0018,0.03726028858720295,0.014074771162895194
Gordonibacter,s20011_0018,0.000480089616728456,0.00015365173303272096
Intestinibacter,s20011_0018,0.000986850878830715,0.00034775178587434123
Lachnoclostridium,s20011_0018,0.004640866295041741,0.0015556865386176775
Lachnospira,s20011_0018,0.0005601045528498652,0.0005962542812399616
Lactobacillus,s20011_0018,0.0016269703678019898,0.0006746278447965864
Megasphaera,s20011_0018,0.014376016856479875,0.0049109242270551105
Odoribacter,s20011_0018,0.0014135972048115648,0.0004894244591262761
Parabacteroides,s20011_0018,0.03867388579201451,0.013147683768634275
Paraprevotella,s20011_0018,0.005307657429386819,0.001998669337445932
Parasutterella,s20011_0018,0.00013335822686901555,0.20728988084572453
Phascolarctobacterium,s20011_0018,0.0030939108633611604,0.0011083119247257613
Porphyromonas,s20011_0018,0.00013335822686901555,4.67877578340657e-05
Prevotella,s20011_0018,0.000506761262102259,0.00017177493238942836
Pseudoflavonifractor,s20011_0018,0.00016002987224281864,5.248335936185691e-05
Roseburia,s20011_0018,0.004960926039527378,0.0020367513010049443
Ruminococcus,s20011_0018,0.007921478676019524,0.0034104647084110254
Slackia,s20011_0018,0.000240044808364228,0.00014232120679130258
Streptococcus,s20011_0018,0.011895553836716186,0.00547446638974693
Subdoligranulum,s20011_0018,0.004747552876536953,0.0014991048470967964
Sutterella,s20011_0018,0.005174299202517803,0.001760575731034728
Veillonella,s20011_0018,0.0001867015176166218,7.471521073143757e-05
Acidaminococcus,s20011_0023,0.007013780014852711,0.002175845686663214
Alistipes,s20011_0023,0.04802376433699151,0.014672813296875703
Anaerostipes,s20011_0023,0.015801633798168166,0.006012233905409836
Anaerotruncus,s20011_0023,0.000206287647495668,6.416013275490795e-05
Bacteroides,s20011_0023,0.6426685370080041,0.21918139214478613
Barnesiella,s20011_0023,0.0062298869543691736,0.0020917036049765583
Bifidobacterium,s20011_0023,0.0014027560029705424,0.0004334045292559651
Blautia,s20011_0023,0.11977060813598484,0.036788290016828255
Butyricicoccus,s20011_0023,0.004455813185906429,0.004183085019203203
Butyricimonas,s20011_0023,0.014233847677201091,0.005174612375551462
Coprococcus,s20011_0023,0.0037956927139202908,0.0009521913296830583
Dorea,s20011_0023,0.0005363478834887368,0.00016153367591220088
Escherichia,s20011_0023,0.00045383282449046954,0.00013868576240785928
Faecalibacterium,s20011_0023,0.05078801881343346,0.01782265159204113
Faecalitalea,s20011_0023,0.0001237725884974008,9.517898502270502e-05
Flavonifractor,s20011_0023,0.0014027560029705424,0.0013218543846998006
Holdemania,s20011_0023,0.0004950903539896032,0.0001490899234545243
Intestinibacter,s20011_0023,0.0014852710619688097,0.0005557586216859279
Lachnoclostridium,s20011_0023,0.004909646010396898,0.0013949173652423933
Lachnospira,s20011_0023,0.003960722831916825,0.004408109170294262
Lactococcus,s20011_0023,0.0001650301179965344,7.509538929204948e-05
Odoribacter,s20011_0023,0.005899826718376105,0.0018877902680449078
Parabacteroides,s20011_0023,0.010561927551778202,0.003288841214585913
Phascolarctobacterium,s20011_0023,0.0040432378909150924,0.0015087118879668177
Pseudoflavonifractor,s20011_0023,0.0001650301179965344,5.1061433233342075e-05
Roseburia,s20011_0023,0.0362241109002393,0.014353563561059495
Ruminococcus,s20011_0023,0.014233847677201091,0.00532106160099077
Slackia,s20011_0023,0.0001237725884974008,6.993960550873291e-05
Subdoligranulum,s20011_0023,0.0006601204719861376,0.00019079702169882086
Veillonella,s20011_0023,0.0001650301179965344,6.09788748495255e-05
Actinomyces,s20011_0028,0.00034406826314340767,0.00012185013723150994
Akkermansia,s20011_0028,0.017753922378199834,0.008429649194107226
Alistipes,s20011_0028,0.36932287365813377,0.32543958515383486
Anaerococcus,s20011_0028,0.0005505092210294523,0.00023561085603694023
Anaerofustis,s20011_0028,0.0005505092210294523,0.0005219054445824832
Anaerostipes,s20011_0028,0.0009633911368015414,0.00037825533280619734
Bacteroides,s20011_0028,0.027250206440957884,0.008973955855470107
Bifidobacterium,s20011_0028,0.015895953757225433,0.005419277838835146
Blautia,s20011_0028,0.1005367464905037,0.044172719028511435
Butyricicoccus,s20011_0028,0.002202036884117809,0.00207915554079146
Collinsella,s20011_0028,0.019543077346545555,0.005148432184321702
Eggerthella,s20011_0028,0.0026837324525185793,0.0009982439139934005
Enterococcus,s20011_0028,0.001032204789430223,0.00044730001792359455
Erysipelatoclostridium,s20011_0028,0.0046793283787503435,0.0018464853322996448
Escherichia,s20011_0028,0.23410404624277456,0.07749667713772199
Eubacterium,s20011_0028,0.0063308560418387,0.002852693484511497
Finegoldia,s20011_0028,0.00034406826314340767,0.00041367655218801886
Flavonifractor,s20011_0028,0.0006193228736581337,0.0005860104076434983
Gordonibacter,s20011_0028,0.0004816955684007707,0.00014992894399639388
Holdemania,s20011_0028,0.0015139003578309934,0.0004786136952906632
Hungatella,s20011_0028,0.0011010184420589045,0.0004044969680480465
Intestinibacter,s20011_0028,0.04872006606110652,0.011709496576716443
Lachnoclostridium,s20011_0028,0.030415634461877235,0.010034454255813799
Lactobacillus,s20011_0028,0.006950178915496834,0.0029309469063385474
Marvinbryantia,s20011_0028,0.006812551610239471,0.002175876536490699
Megasphaera,s20011_0028,0.00316542802091935,0.001067164680777093
Odoribacter,s20011_0028,0.003784750894577484,0.0012945876042553756
Parabacteroides,s20011_0028,0.0026837324525185793,0.0008975939965942248
Pediococcus,s20011_0028,0.002202036884117809,0.0006635287532821318
Porphyromonas,s20011_0028,0.00034406826314340767,0.0001995178556524861
Prevotella,s20011_0028,0.0012386457473162675,0.00041821036147095676
Roseburia,s20011_0028,0.0013762730525736307,0.0005579662839576969
Staphylococcus,s20011_0028,0.00034406826314340767,0.0001298945676738124
Streptococcus,s20011_0028,0.0838150289017341,0.04120786878323174
Subdoligranulum,s20011_0028,0.00034406826314340767,0.00010502631145493202
Acidaminococcus,s20011_0027,0.002085633664581033,5.477181198354621e-06
Akkermansia,s20011_0027,0.0065942829100723846,1.5848653100989154e-05
Alistipes,s20011_0027,0.001564225248435775,1.461271075875341e-06
Anaerostipes,s20011_0027,0.0029444239970555764,5.132710906165419e-06
Bacteroides,s20011_0027,0.5295362532204638,0.278815835051491
Barnesiella,s20011_0027,0.004723346828609988,1.1248011877671946e-05
Bifidobacterium,s20011_0027,0.02496626180836707,6.130528972296732e-05
Blautia,s20011_0027,0.015703594650963073,5.839563981263783e-05
Butyricicoccus,s20011_0027,0.011685682738314319,0.0010775592317416424
Collinsella,s20011_0027,0.0013801987486198014,1.7480237205277446e-06
Coprococcus,s20011_0027,0.003189792663476874,3.947745915883075e-06
Dialister,s20011_0027,0.004171267329162066,4.873922749093566e-06
Dorea,s20011_0027,0.006686296159980371,1.8653344669437313e-06
Escherichia,s20011_0027,0.17580664949086003,0.0004317278795626465
Faecalibacterium,s20011_0027,0.038461538461538464,3.397216874129169e-05
Intestinibacter,s20011_0027,0.0014722119985277882,0.00010689827952090441
Lachnoclostridium,s20011_0027,0.004815360078517974,1.113803646578736e-05
Lachnospira,s20011_0027,0.0037112010796221326,0.002166566614693441
Megasphaera,s20011_0027,0.09716599190283402,0.00023044134796736018
Roseburia,s20011_0027,0.04339958287326708,9.414918220543489e-05
Ruminococcus,s20011_0027,0.0017789228315544107,4.180320750414635e-06
Subdoligranulum,s20011_0027,0.016501042816832293,3.502258187568788e-05
Akkermansia,s20011_0032,0.03250485289080044,0.010925636929275302
Alistipes,s20011_0032,0.31545693297301414,0.3448483751161954
Anaerostipes,s20011_0032,0.009858029155406692,0.0030766711142855333
Bacteroides,s20011_0032,0.3461348152095307,0.09397302515610344
Bifidobacterium,s20011_0032,0.004186807749400525,0.0012268428532085807
Blautia,s20011_0032,0.07707532447760058,0.02473921491720096
Butyricicoccus,s20011_0032,0.0015605374338674685,0.0009764355740864411
Collinsella,s20011_0032,0.004833859856126061,0.0019101739406456094
Coprococcus,s20011_0032,0.01278879457998706,0.0038388391362750127
Dialister,s20011_0032,0.0015985993224983824,0.0005823043957233148
Dorea,s20011_0032,0.010543143150763141,0.003603222262735693
Erysipelatoclostridium,s20011_0032,0.004681612301602405,0.0018642197814492884
Faecalibacterium,s20011_0032,0.020895976858371714,0.009126094822784115
Flavonifractor,s20011_0032,0.00041868077494005255,0.00034210361606443613
Holdemania,s20011_0032,0.0007992996612491912,0.0002339227495282681
Intestinibacter,s20011_0032,0.00026643322041639705,0.00010920689890612378
Lachnoclostridium,s20011_0032,0.0015224755452365548,0.0005438588409903647
Lachnospira,s20011_0032,0.003121074867734937,0.0027764416396487035
Lactococcus,s20011_0032,0.0008754234385110189,0.00042158554795455
Oribacterium,s20011_0032,0.00026643322041639705,0.0002822940298399831
Roseburia,s20011_0032,0.014120960682069045,0.004498002387570698
Ruminiclostridium,s20011_0032,0.00030449510904731095,0.00010707488002104971
Ruminococcus,s20011_0032,0.09104403760514598,0.03517880979550792
Streptococcus,s20011_0032,0.002474022761009401,0.0011962323133822552
Subdoligranulum,s20011_0032,0.04266737715525445,0.01369863081103423
Acidaminococcus,s20011_0036,0.0037307727592428364,0.0011671331856848957
Actinomyces,s20011_0036,0.00018348062750374607,6.733078624038941e-05
Akkermansia,s20011_0036,0.3785205345402281,0.16488342191071748
Alistipes,s20011_0036,0.019265465887893338,0.005952203939140051
Anaerostipes,s20011_0036,0.0007033424054310266,0.0002569416907293249
Bacteroides,s20011_0036,0.07580807926363109,0.0165754521288754
Bifidobacterium,s20011_0036,0.0036390324454909635,0.0010076469196094585
Blautia,s20011_0036,0.043882450077979265,0.013209874950820665
Butyricicoccus,s20011_0036,0.00024464083667166144,0.00022502938183208178
Eggerthella,s20011_0036,0.00033638115042353443,0.00011491431385658874
Enterococcus,s20011_0036,0.0008256628237668573,0.0003653211445790837
Escherichia,s20011_0036,0.40986514173878474,0.20265456429132778
Faecalibacterium,s20011_0036,0.0003975413595914498,0.0001318465099476166
Finegoldia,s20011_0036,0.0002752209412556191,0.00032004381254543247
Flavonifractor,s20011_0036,0.0012232041833583071,0.00111488946292084
Gordonibacter,s20011_0036,0.00033638115042353443,9.553882128656834e-05
Lachnoclostridium,s20011_0036,0.019815907770404574,0.006254782567195632
Odoribacter,s20011_0036,0.0023240879483807835,0.0007438936582205037
Parabacteroides,s20011_0036,0.004770496315097397,0.0014963151822584245
Prevotella,s20011_0036,0.0003058010458395768,9.556202681973865e-05
Roseburia,s20011_0036,0.014892510932387389,0.0057237480049761045
Streptococcus,s20011_0036,0.016360355952417357,0.007213166009771141
Veillonella,s20011_0036,0.002293507843796826,0.000825745507895557
Acidaminococcus,s20011_0040,0.00046909492273730695,0.00011992791091011866
Aeromonas,s20011_0040,0.005049668874172186,0.0016734684535651611
Anaerostipes,s20011_0040,0.003062913907284769,0.0009388709136715516
Bacteroides,s20011_0040,0.0056015452538631366,0.0014136079944420726
Bifidobacterium,s20011_0040,0.0484823399558499,0.012596953540930522
Blautia,s20011_0040,0.006926048565121414,0.0025317141903089292
Butyricicoccus,s20011_0040,0.0008554083885209716,0.0007503033784370048
Catenibacterium,s20011_0040,0.016611479028697577,0.005598607018925666
Collinsella,s20011_0040,0.0009105960264900664,0.0001854360003045371
Coprococcus,s20011_0040,0.00046909492273730695,8.724536636732237e-05
Dialister,s20011_0040,0.0006898454746136867,0.00021735013876377022
Dorea,s20011_0040,0.002373068432671082,0.0005434944720994633
Enterococcus,s20011_0040,0.0002483443708609272,7.564945310304942e-05
Escherichia,s20011_0040,0.7548013245033114,0.19016260590279513
Faecalibacterium,s20011_0040,0.10607064017660048,0.0320645575476537
Lachnoclostridium,s20011_0040,0.0024006622516556295,0.0005964593836657058
Lachnospira,s20011_0040,0.0017108167770419431,0.001832512721625531
Lactobacillus,s20011_0040,0.007174392935982341,0.0023912021535597784
Lactococcus,s20011_0040,0.0023178807947019874,0.0006229418688970942
Leuconostoc,s20011_0040,0.00044150110375275944,0.0001205046088888545
