taxon,sample_id,abundance,growth_rate
Dorea,s20011_0006,0.018869615884541256,0.004787713928487097
Enterococcus,s20011_0006,0.0010757025682398816,0.0003819605472564201
Erysipelatoclostridium,s20011_0006,0.0019273004347631212,0.0006385266066234069
Escherichia,s20011_0006,0.002285867957509748,0.0006122248695099577
Faecalibacterium,s20011_0006,0.1862310071265295,0.06204131794245881
Gordonibacter,s20011_0006,0.0013894491506431805,0.00035691040221137705
Holdemania,s20011_0006,0.0003585675227466272,9.620329431831606e-05
Intestinibacter,s20011_0006,0.02402402402402402,0.01064171264477362
Lachnoclostridium,s20011_0006,0.0007171350454932544,0.0001802406595978783
Lachnospira,s20011_0006,0.0014342700909865088,0.0015909908064155346
Lactobacillus,s20011_0006,0.0002689256420599704,9.756851763617497e-05
Lactococcus,s20011_0006,0.004302810272959526,0.0015194130960130396
Marvinbryantia,s20011_0006,0.0025547935995697186,0.0007491190998277552
Methanosphaera,s20011_0006,0.0005378512841199408,0.0001575361673069542
Mogibacterium,s20011_0006,0.0001792837613733136,8.387559502370185e-05
Odoribacter,s20011_0006,0.004347631213302855,0.0011815129231650388
Parabacteroides,s20011_0006,0.005826722244632691,0.0015342073928158826
Roseburia,s20011_0006,0.0669176639325893,0.024429981686880264
Ruminococcus,s20011_0006,0.034736228766079506,0.013485916747386901
Streptococcus,s20011_0006,0.005423333781542737,0.0023612944182438943
Subdoligranulum,s20011_0006,0.07252028147550535,0.01952455577996654
Akkermansia,s20011_0011,0.06516629640361891,0.03061255571775831
Alistipes,s20011_0011,0.05309250136836343,0.017765106603925402
Anaerofustis,s20011_0011,0.00019318072056408772,0.0001723599583744149
Anaerostipes,s20011_0011,0.02389001577642551,0.00964225995956313
Anaerotruncus,s20011_0011,0.0004185582278888567,0.00013618499152315597
Bacteroides,s20011_0011,0.4524936411346147,0.3016264801055629
Barnesiella,s20011_0011,0.04900350944975691,0.01745180306260062
Bifidobacterium,s20011_0011,0.04166264206832158,0.012271728264309549
Blautia,s20011_0011,0.11194822756688882,0.03668134677894977
Butyricicoccus,s20011_0011,0.0023503654335297335,0.0022596820157817156
Dialister,s20011_0011,0.005409060175794456,0.0021031090920378376
Dorea,s20011_0011,0.023052899320647798,0.007458071370936725
Eggerthella,s20011_0011,0.0012234778969058887,0.0004593653124400786
Enterococcus,s20011_0011,0.00032196786760681277,0.00013782108319746988
Erysipelatoclostridium,s20011_0011,0.0036060401171963035,0.001420052234591276
Escherichia,s20011_0011,0.00016098393380340639,5.181481563686296e-05
Faecalibacterium,s20011_0011,0.05351105959625229,0.02001290167947169
Flavonifractor,s20011_0011,0.00025757429408545027,0.00024899350811588095
Fusobacterium,s20011_0011,0.006503750925657619,0.0014504245765235952
Gordonibacter,s20011_0011,0.0016420361247947454,0.0005196292557725975
Holdemania,s20011_0011,0.0006117389484529443,0.00020382211686744437
Hungatella,s20011_0011,0.0002897710808461316,8.945623586572138e-05
Lachnoclostridium,s20011_0011,0.0072764738079139695,0.0022651995553746324
Lactococcus,s20011_0011,0.00012878714704272514,5.1051347358647545e-05
Odoribacter,s20011_0011,0.005924208763965356,0.0020145337551079365
Roseburia,s20011_0011,0.04491451753115039,0.018824216002232268
Ruminococcus,s20011_0011,0.002575742940854502,0.0011104145590770573
Streptococcus,s20011_0011,0.0022215782864870083,0.0010460508640029189
Subdoligranulum,s20011_0011,0.03895811198042435,0.01260234044347771
Tyzzerella,s20011_0011,0.0011912811101452074,0.00044537505818250463
Alistipes,s20011_0021,0.04138696548443363,0.012286030796155572
Alloprevotella,s20011_0021,0.0012157090755325333,0.00042146915992371755
Anaerostipes,s20011_0021,0.0949310217241926,0.03737090111772583
Bacteroides,s20011_0021,0.21005338548549077,0.06306814904146162
Barnesiella,s20011_0021,0.001162852159205032,0.00039108206550891986
Bifidobacterium,s20011_0021,0.18161636450129498,0.6014333545084851
Bilophila,s20011_0021,0.00026428458163750725,7.414062023563639e-05
Blautia,s20011_0021,0.20291770178127808,0.08892192474699916
Butyricicoccus,s20011_0021,0.003964268724562609,0.0037679302489451996
Butyricimonas,s20011_0021,0.004862836302130133,0.0017950044950559203
Collinsella,s20011_0021,0.014535651990062898,0.003613683893444622
Coprococcus,s20011_0021,0.018129922300332998,0.0045469523793742
Desulfovibrio,s20011_0021,0.0013214229081875363,0.00037791073231208274
Dorea,s20011_0021,0.025001321422908184,0.007542846266799639
Erysipelatoclostridium,s20011_0021,0.0022728474020825623,0.0006972641465479363
Faecalibacterium,s20011_0021,0.02595274591680321,0.009077122382344755
Holdemanella,s20011_0021,0.07769966700142714,0.02733553701953123
Intestinibacter,s20011_0021,0.0077699667001427134,0.002829107950703418
Lachnoclostridium,s20011_0021,0.001057138326550029,0.00031585472397060885
Leuconostoc,s20011_0021,0.0016385644061525449,0.000587631865705967
Marvinbryantia,s20011_0021,0.0006342829959300174,0.00017879906967743295
Mogibacterium,s20011_0021,0.0005285691632750145,0.00028464509118357006
Odoribacter,s20011_0021,0.0021671335694275597,0.0006892934049637112
Parabacteroides,s20011_0021,0.016914213224800464,0.005229361817782024
Paraprevotella,s20011_0021,0.0017442782388075479,0.0006327486125836896
Phascolarctobacterium,s20011_0021,0.0015857074898250434,0.0006280198438032509
Roseburia,s20011_0021,0.006448543791955177,0.002495183253057919
Ruminococcus,s20011_0021,0.014112796659442888,0.005999374310663439
Slackia,s20011_0021,0.001162852159205032,0.0006577370542034104
Streptococcus,s20011_0021,0.0055499762143876525,0.00252296622314645
Subdoligranulum,s20011_0021,0.02959987314340081,0.008510419397060908
Tyzzerella,s20011_0021,0.0017971351551350492,0.0006275998446235327
Alistipes,s20011_0026,0.05414163234996286,0.025921358391325196
Anaerostipes,s20011_0026,0.015459393775737523,0.008406974413312262
Anaerotruncus,s20011_0026,0.0006750826976304595,0.0003001018813848553
Bacteroides,s20011_0026,0.18875312225747648,0.5250864117476538
Barnesiella,s20011_0026,0.043610342266927685,0.020466470937976895
Bilophila,s20011_0026,0.004118004455545803,0.001860829792528909
Blautia,s20011_0026,0.14568284614865318,0.08542042163070636
Butyricicoccus,s20011_0026,0.00816850064132856,0.00587955843138226
Butyricimonas,s20011_0026,0.0010801323162087351,0.0005208696642034063
Butyrivibrio,s20011_0026,0.016944575710524535,0.00788489068137166
Cloacibacillus,s20011_0026,0.0007425909673935055,0.27005533716742275
Collinsella,s20011_0026,0.00668331870654155,0.0029766114032452507
Coprococcus,s20011_0026,0.019779923040572467,0.008633368116907295
Desulfovibrio,s20011_0026,0.0005400661581043676,0.0002487615041855657
Dialister,s20011_0026,0.018429757645311545,0.0089039337176932
Dorea,s20011_0026,0.009383649497063388,0.00450305957858134
Erysipelatoclostridium,s20011_0026,0.0016877067440761488,0.0008150624173362823
Faecalibacterium,s20011_0026,0.22662526159454524,0.11964900256949138
Flavonifractor,s20011_0026,0.002700330790521838,0.002770483351456311
Holdemania,s20011_0026,0.0005400661581043676,0.00024451756009745483
Lachnoclostridium,s20011_0026,0.01552690204550057,0.007514968137239462
Lachnospira,s20011_0026,0.0070208600553567785,0.007144012075574239
Odoribacter,s20011_0026,0.012556538175926547,0.005920661357601281
Parabacteroides,s20011_0026,0.008371025450617698,0.003940073733137528
Pseudoflavonifractor,s20011_0026,0.0008776075069195973,0.00040620855148896303
Roseburia,s20011_0026,0.04219266860190372,0.023967418161592164
Ruminococcus,s20011_0026,0.07290893134408963,0.04193814374935433
Slackia,s20011_0026,0.0006075744278674136,0.00028721937472125697
Streptococcus,s20011_0026,0.020387497468439878,0.012121232772775367
Subdoligranulum,s20011_0026,0.052993991763991076,0.024278270312521694
Veillonella,s20011_0026,0.0008100992371565514,0.0004375899498341936
Akkermansia,s20011_0031,0.22153846153846157,0.1085151459558039
Alistipes,s20011_0031,0.013846153846153848,0.004705904483727956
Anaerotruncus,s20011_0031,0.005174825174825175,0.0015537659763896078
Bacteroides,s20011_0031,0.4882517482517483,0.2361600228637414
Barnesiella,s20011_0031,0.003636363636363637,0.0012605453005270731
Blautia,s20011_0031,0.07804195804195804,0.024915279977075436
Butyricicoccus,s20011_0031,0.0005594405594405594,0.0003459728703479778
Butyricimonas,s20011_0031,0.0004195804195804196,0.00022745513581194104
Coprococcus,s20011_0031,0.004895104895104895,0.0016079160589255006
Dorea,s20011_0031,0.006013986013986014,0.0020326080540706633
Lachnoclostridium,s20011_0031,0.008111888111888113,0.0026124115340952036
Parabacteroides,s20011_0031,0.0006993006993006993,0.00022233834342207437
Phascolarctobacterium,s20011_0031,0.0022377622377622378,0.0008194750213243123
Roseburia,s20011_0031,0.005874125874125874,0.0024065186048296224
Ruminococcus,s20011_0031,0.12531468531468531,0.04794990259523425
Streptococcus,s20011_0031,0.002097902097902098,0.0009994512842736681
Subdoligranulum,s20011_0031,0.03328671328671329,0.010065472142746407
Akkermansia,s20011_0035,0.0002379677553691474,5.444920817039898e-06
Alistipes,s20011_0035,0.178773276221072,0.8155816180071751
Anaerofustis,s20011_0035,0.00017847581652686054,9.127899218030035e-05
Anaerostipes,s20011_0035,0.027247307989767378,5.356027696341154e-05
Bacteroides,s20011_0035,0.21881135106193106,0.008334738792877055
Barnesiella,s20011_0035,0.019156404307216365,3.2765985633169064e-05
Blautia,s20011_0035,0.18519840561603898,0.00042334665970153364
Butyricicoccus,s20011_0035,0.007495984294128143,0.0010717770718631507
Butyricimonas,s20011_0035,0.0022012017371646135,3.0074308319230337e-06
Collinsella,s20011_0035,0.001963233981795466,2.417800217780614e-06
Coprococcus,s20011_0035,0.01433755726099113,2.5499091974780308e-05
Desulfovibrio,s20011_0035,0.0033910405140103505,5.416408318879168e-06
Dorea,s20011_0035,0.01695520257005175,3.090246399712793e-05
Erysipelatoclostridium,s20011_0035,0.005056814801594383,8.212882319307662e-06
Escherichia,s20011_0035,0.012017371646141944,2.1246599183926528e-05
Faecalibacterium,s20011_0035,0.1524183473139389,0.0002657875915710001
Flavonifractor,s20011_0035,0.0013683145933725976,0.000691191502516016
Lachnoclostridium,s20011_0035,0.006246653578440119,1.0371792669848985e-05
Lachnospira,s20011_0035,0.002558153370218335,0.0018208219263514225
Marvinbryantia,s20011_0035,0.00029745969421143424,7.2640790574464696e-06
Odoribacter,s20011_0035,0.02736629186745195,4.8631536731951224e-05
Oribacterium,s20011_0035,0.00029745969421143424,0.00022976541386237573
Parabacteroides,s20011_0035,0.011541436135403649,2.0576367524258444e-05
Parasutterella,s20011_0035,0.011184484502349929,0.00022200177618994177
Phascolarctobacterium,s20011_0035,0.017490630019632334,3.100844774085743e-05
Roseburia,s20011_0035,0.015527396037836868,3.076515200180536e-05
Ruminococcus,s20011_0035,0.011303468380034501,1.9948929704430554e-05
Slackia,s20011_0035,0.0006544113272651553,2.0669900393740077e-05
Streptococcus,s20011_0035,0.010530073175084772,1.8023638252629578e-05
Subdoligranulum,s20011_0035,0.03652805044916412,6.489361314855683e-05
Acidaminococcus,s20011_0039,0.004071755080090654,0.003033715654505773
Adlercreutzia,s20011_0039,0.00042254062151884144,0.004964671160301596
Aggregatibacter,s20011_0039,0.00046095340529328163,0.012365889294223676
Alistipes,s20011_0039,0.044097875773057266,0.032715070117279206
Anaerostipes,s20011_0039,0.01171589905120424,0.008788866423750588
Bacteroides,s20011_0039,0.42104252295163835,0.2752376762229952
Barnesiella,s20011_0039,0.015710828563746015,0.011632473441597511
Bifidobacterium,s20011_0039,0.01970575807628779,0.014671406594952667
Bilophila,s20011_0039,0.00019206391887220065,0.00011776145877010612
Blautia,s20011_0039,0.04198517266546307,0.03228878824866049
Butyricicoccus,s20011_0039,0.003572388891022932,0.002732742753725858
Butyricimonas,s20011_0039,0.0005761917566166019,0.0005581640804508129
Collinsella,s20011_0039,0.0009219068105865633,0.0006608397806150753
Coprococcus,s20011_0039,0.012560980294241924,0.007657189903528999
Dialister,s20011_0039,0.0032266738370529714,0.002388284839789542
Dorea,s20011_0039,0.00914224253831675,0.005551831848452723
Escherichia,s20011_0039,0.00864287634924903,0.006427187723782762
Faecalibacterium,s20011_0039,0.19901663273537432,0.12084719782292777
Haemophilus,s20011_0039,0.03991088234164329,0.029552419894516496
Intestinibacter,s20011_0039,0.0010755579456843238,0.0006585682758989575
Lachnoclostridium,s20011_0039,0.004263818998962855,0.0031766513679719185
Lachnospira,s20011_0039,0.0017285752698498061,0.0010514503124176475
Leptotrichia,s20011_0039,0.00023047670264664082,1.3365600533986628
Odoribacter,s20011_0039,0.006722237160527023,0.004976674848390165
Parabacteroides,s20011_0039,0.02834863442553682,0.02111556743911342
Paraprevotella,s20011_0039,0.003687627242346253,0.0027296109538722494
Parasutterella,s20011_0039,0.0013444474321054045,0.0009945352599201199
Roseburia,s20011_0039,0.02001306034648331,0.015257264977839097
Ruminococcus,s20011_0039,0.04486613144854608,0.033037844555723304
Streptococcus,s20011_0039,0.003918103944992894,0.0028259665637224286
Subdoligranulum,s20011_0039,0.03207467445165751,0.020244734389213568
Sutterella,s20011_0039,0.0116774862674298,0.007947648613886419
Veillonella,s20011_0039,0.0030730227019552104,0.002242030359279387
Akkermansia,s20011_0043,0.008582915480869131,0.004570240514346441
Alistipes,s20011_0043,0.06559154356958936,0.02540191016904194
Anaerofustis,s20011_0043,0.0001806929574919817,0.00015769766963795047
Anaerostipes,s20011_0043,0.009576726747075031,0.004323260302456885
Anaerotruncus,s20011_0043,0.0003613859149839634,0.00013420227018350636
Bacteroides,s20011_0043,0.46659438948366977,0.29415070937966376
Barnesiella,s20011_0043,0.025568053485115417,0.009847931613102491
Bifidobacterium,s20011_0043,0.04011383656321994,0.015410676939335259
Bilophila,s20011_0043,0.0006775985905949314,0.0002429907834551394
Blautia,s20011_0043,0.04128834078691782,0.02121405401376947
Butyricicoccus,s20011_0043,0.0009938112662058996,0.000969947057453607
Butyricimonas,s20011_0043,0.0029814337986176984,0.0011973091201576593
Collinsella,s20011_0043,0.0037493788679586206,0.0012657303803721097
Coprobacillus,s20011_0043,0.00022586619686497714,7.447985191057831e-05
Coprococcus,s20011_0043,0.053846501332610555,0.0182615709661491
Dorea,s20011_0043,0.009350860550210055,0.0035595590068808413
Erysipelatoclostridium,s20011_0043,0.0009034647874599086,0.00041229457052448747
Escherichia,s20011_0043,0.0009034647874599086,0.00034517811818131117
Faecalibacterium,s20011_0043,0.08768125762298414,0.03802065438948072
Holdemanella,s20011_0043,0.011519176040113835,0.0034440826467509364
Lachnoclostridium,s20011_0043,0.002303835208022767,0.000930595363860907
Lachnospira,s20011_0043,0.0015358901386818447,0.0016569671995563025
Lactococcus,s20011_0043,0.0012196774630708767,0.0006032914501571335
Odoribacter,s20011_0043,0.007272891539052265,0.002833863831692054
Parabacteroides,s20011_0043,0.012964719700049688,0.004191600697156995
Paraprevotella,s20011_0043,0.020824863350950896,0.008654457809240243
Parasutterella,s20011_0043,0.0008131183087139178,0.143844559364694
Phascolarctobacterium,s20011_0043,0.010073632380177982,0.0034452433210906764
Pseudoflavonifractor,s20011_0043,0.0001806929574919817,6.631573368613458e-05
Roseburia,s20011_0043,0.011880561955097799,0.005617976199020164
Ruminococcus,s20011_0043,0.06251976329222568,0.030412904061922576
Slackia,s20011_0043,0.0004969056331029498,0.0003227882310106796
Streptococcus,s20011_0043,0.014094050684374573,0.007784621354752002
Subdoligranulum,s20011_0043,0.019334146451642043,0.0069739910675931886
Sutterella,s20011_0043,0.0004065591543569589,0.00015329112319616758
Tyzzerella,s20011_0043,0.0033879929529746573,0.0013751837853318094
Adlercreutzia,s20011_0016,0.0007040600797934758,0.0003379342595101409
Akkermansia,s20011_0016,0.06011890792458734,0.031015153472528423
Alistipes,s20011_0016,0.07157944144567004,0.022317478841336297
Anaerostipes,s20011_0016,0.021278260189313933,0.008491922639704228
Bacteroides,s20011_0016,0.18731909567394198,0.03902972899522143
Barnesiella,s20011_0016,0.03790190096221544,0.013015579999982943
Bifidobacterium,s20011_0016,0.001603692403974028,0.0004886776204536103
Bilophila,s20011_0016,0.000860517875303137,0.0002484560652472324
Blautia,s20011_0016,0.3557459125400923,0.37364925254017
Butyricicoccus,s20011_0016,0.004302589376515685,0.0027116408479972856
Butyricimonas,s20011_0016,0.000977861221935383,0.00038197613857920705
Collinsella,s20011_0016,0.007822889775483064,0.001884990326755982
Coprococcus,s20011_0016,0.0048501916607994995,0.0011973179879866916
Dorea,s20011_0016,0.0037941015411092857,0.0011372313493573899
Eggerthella,s20011_0016,0.0003911444887741532,0.0001391243158121927
Erysipelatoclostridium,s20011_0016,0.0008214034264257216,0.00034889693998293726
Faecalibacterium,s20011_0016,0.07212704372995385,0.027142430250507405
Faecalitalea,s20011_0016,0.0029335836658061485,0.0024521611528856148
Flavonifractor,s20011_0016,0.0002346866932644919,0.000226976773284267
Holdemania,s20011_0016,0.001955722443870766,0.0006474106788450904
Lachnoclostridium,s20011_0016,0.032073848079480556,0.012581435471320748
Lactobacillus,s20011_0016,0.00015645779550966127,6.085929867273243e-05
Lactococcus,s20011_0016,0.00031291559101932255,0.00011587831253482433
Odoribacter,s20011_0016,0.0029335836658061485,0.0009368657189830458
Parabacteroides,s20011_0016,0.006414769615896112,0.00200997105368987
Parasutterella,s20011_0016,0.014394117186888836,0.006743191457055413
Phascolarctobacterium,s20011_0016,0.009700383321598999,0.0045014754065691
Roseburia,s20011_0016,0.03860596104200892,0.012511891783141566
Ruminococcus,s20011_0016,0.01810998983024329,0.0077971867518301765
Solobacterium,s20011_0016,0.00031291559101932255,0.00010336786386433453
Streptococcus,s20011_0016,0.015841351795353203,0.006927589035665767
Subdoligranulum,s20011_0016,0.016858327466166,0.005061312466050462
Tyzzerella,s20011_0016,0.0069623719001799264,0.0023787224595129917
